959.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,7.0,0.0
0.0,1103.0,4.0,3.0,1.0,4.0,2.0,3.0,15.0,0.0
5.0,3.0,955.0,26.0,6.0,6.0,4.0,7.0,17.0,3.0
1.0,0.0,11.0,946.0,0.0,35.0,1.0,4.0,12.0,0.0
1.0,1.0,3.0,1.0,937.0,0.0,8.0,3.0,3.0,25.0
5.0,1.0,5.0,8.0,0.0,826.0,17.0,3.0,23.0,4.0
9.0,2.0,9.0,1.0,7.0,10.0,905.0,0.0,15.0,0.0
0.0,4.0,17.0,11.0,5.0,1.0,0.0,965.0,7.0,18.0
8.0,4.0,2.0,7.0,8.0,10.0,6.0,3.0,920.0,6.0
4.0,6.0,1.0,10.0,21.0,8.0,1.0,4.0,12.0,942.0
