0,0.10066666666666667,0.0998
1,0.9445166666666667,0.9439
2,0.9631,0.9586
3,0.9713166666666667,0.9657
4,0.9757166666666667,0.9697
5,0.9786333333333334,0.9719
6,0.9805666666666667,0.973
7,0.9821666666666666,0.9743
8,0.9838666666666667,0.9753
9,0.9847333333333333,0.9756
10,0.9857166666666667,0.9757
11,0.9866,0.9758
12,0.9871833333333333,0.9758
13,0.9876333333333334,0.9762
14,0.9881833333333333,0.9763
15,0.9887833333333333,0.9763
16,0.9893333333333333,0.976
17,0.9898666666666667,0.976
18,0.9900666666666667,0.9763
19,0.9904666666666667,0.9762
20,0.99075,0.9767
21,0.9910333333333333,0.9768
22,0.9913,0.9768
23,0.9914833333333334,0.9767
24,0.99175,0.9772
25,0.9919833333333333,0.9773
26,0.9922166666666666,0.9773
27,0.9925333333333334,0.9775
28,0.99275,0.9775
29,0.9929666666666667,0.9774
30,0.9931333333333333,0.9773
31,0.9932666666666666,0.9774
32,0.9934166666666666,0.9774
33,0.99355,0.9774
34,0.9937166666666667,0.9774
35,0.99395,0.9774
36,0.9941166666666666,0.9774
37,0.9942333333333333,0.9774
38,0.9944666666666667,0.9774
39,0.9945666666666667,0.9776
40,0.9946166666666667,0.9778
41,0.9946166666666667,0.9777
42,0.9947833333333334,0.9777
43,0.9949166666666667,0.9776
44,0.9950166666666667,0.9773
45,0.9951333333333333,0.9773
46,0.9952,0.9773
47,0.99525,0.977
48,0.9953333333333333,0.9771
49,0.9953666666666666,0.977
50,0.9954666666666667,0.977
